0.37722658984443147	ZIIIIIIIIIIIIIIIII	1
0.1092510675733591	YZZZZZZZZZZZYIIIII	1
0.1092510675733591	XZZZZZZZZZZZXIIIII	1
0.3772265898444311	IZIIIIIIIIIIIIIIII	1
0.10925106757335912	IYZZZZZZZZZZZYIIII	1
0.10925106757335912	IXZZZZZZZZZZZXIIII	1
0.4617736668362895	IIZIIIIIIIIIIIIIII	1
-0.04694083299737294	IIYZZZZZZZZZZZYIII	1
-0.04694083299737294	IIXZZZZZZZZZZZXIII	1
0.4617736668362893	IIIZIIIIIIIIIIIIII	1
-0.04694083299737293	IIIYZZZZZZZZZZZYII	1
-0.04694083299737293	IIIXZZZZZZZZZZZXII	1
0.44062851887171595	IIIIZIIIIIIIIIIIII	1
-0.07682749286672744	IIIIYZZZZZZZZZZZYI	1
-0.07682749286672744	IIIIXZZZZZZZZZZZXI	1
0.4406285188717157	IIIIIZIIIIIIIIIIII	1
-0.07682749286672744	IIIIIYZZZZZZZZZZZY	1
-0.07682749286672744	IIIIIXZZZZZZZZZZZX	1
0.3511602380097758	IIIIIIZIIIIIIIIIII	1
0.3511602380097756	IIIIIIIZIIIIIIIIII	1
0.37681795493727377	IIIIIIIIZIIIIIIIII	1
0.3768179549372739	IIIIIIIIIZIIIIIIII	1
-0.007874463175255156	IIIIIIIIIIZIIIIIII	1
-0.00787446317525526	IIIIIIIIIIIZIIIIII	1
-0.013015122975203054	IIIIIIIIIIIIZIIIII	1
-0.013015122975203334	IIIIIIIIIIIIIZIIII	1
-0.11120695124069802	IIIIIIIIIIIIIIZIII	1
-0.11120695124069807	IIIIIIIIIIIIIIIZII	1
-0.7469188623241008	IIIIIIIIIIIIIIIIZI	1
-0.7469188623241005	IIIIIIIIIIIIIIIIIZ	1
0.13097707318958662	ZZIIIIIIIIIIIIIIII	1
-0.006731558137291274	YIZZZZZZZZZZYIIIII	1
-0.006731558137291274	XIZZZZZZZZZZXIIIII	1
0.006230766206023135	YXXYIIIIIIIIIIIIII	1
-0.006230766206023135	YYXXIIIIIIIIIIIIII	1
-0.006230766206023135	XXYYIIIIIIIIIIIIII	1
0.006230766206023135	XYYXIIIIIIIIIIIIII	1
0.00400796839733057	YXIXZZZZZZZZZZYIII	1
0.00400796839733057	YYIYZZZZZZZZZZYIII	1
0.00400796839733057	XXIXZZZZZZZZZZXIII	1
0.00400796839733057	XYIYZZZZZZZZZZXIII	1
0.004609723612732037	YXIIXYIIIIIIIIIIII	1
-0.004609723612732037	YYIIXXIIIIIIIIIIII	1
-0.004609723612732037	XXIIYYIIIIIIIIIIII	1
0.004609723612732037	XYIIYXIIIIIIIIIIII	1
0.0018099443204892575	YXIIIXZZZZZZZZZZYI	1
0.0018099443204892575	YYIIIYZZZZZZZZZZYI	1
0.0018099443204892575	XXIIIXZZZZZZZZZZXI	1
